"收入","快乐"
3.74497363669798,3.06760945321428
3.44151328783482,2.01751358784846
4.28007538011298,3.64088397009386
1.82445571850985,0.266043663087602
2.88924200227484,1.29542729438059
2.16997749824077,1.85334761253999
6.97689869999886,5.36723610296883
2.68373122857884,2.46629234383312
5.22420527413487,5.76781436577197
1.65115609159693,1.72359356107647
4.41632057586685,4.30728841594257
3.88109869183972,3.15636743551461
3.78456055233255,1.69045809453004
6.2672605002299,5.08552301140633
1.89032675977796,2.48162387022579
1.76205817842856,1.35331734068273
6.08916251175106,5.27529415127748
6.37425386253744,3.67029152611131
6.39248312450945,3.69639040957121
2.24311362951994,0.972882919584837
3.20431634271517,2.6798873177165
2.90814691130072,2.36356466910435
2.34995206911117,1.43859610476326
7.00439883721992,5.36244826300704
3.48359911702573,2.32530922601278
2.51746380329132,1.52956094402572
5.69845134112984,4.03572701904756
4.38192328205332,3.55033718426243
4.77205908950418,3.55460031663999
5.39501645090058,4.19972852584098
7.07616636715829,5.01057742729088
5.45644130883738,3.13547515352636
1.78835992282256,1.14529581266695
3.11259278375655,3.53985412722536
5.08096844796091,3.82220396398113
4.85131391789764,3.83557764615373
6.60747211240232,5.68375056087792
3.1268561789766,2.51740087585715
6.56276283273473,4.32466038431927
2.34307547332719,2.95869680058244
1.60003301734105,1.68099713335246
4.19067249633372,2.23966499176615
5.24817553628236,4.25350130386043
3.03546131635085,2.26039569342357
4.94737214734778,3.61547105345786
1.57495361566544,1.50221162618331
5.74172488460317,3.77648463051399
5.91047526989132,3.20104243469125
6.1950039868243,4.05831161607775
5.4925897247158,4.10522451662447
4.51724457414821,3.72209763864769
4.31178599735722,3.82227031270074
3.21437243884429,2.79111380280692
1.95648612035438,1.92757882928771
4.63374137040228,3.70666098080036
7.42383249755949,4.90968846868095
2.50776854809374,2.15573362622405
5.71258665947244,5.74373608123351
6.82237690966576,4.3375714519323
3.36759181832895,2.58241663950174
6.32019131071866,4.28430555785881
2.2986433650367,2.96216820958049
4.69989587925375,3.99041589363757
7.2467548311688,5.89014869657948
5.06175818480551,3.35807157024712
5.6669511529617,3.68853951803276
4.08746198192239,3.21784736329012
3.31455607060343,2.22047032745549
6.76833622762933,5.91028487798389
5.40574906021357,4.8530325187823
3.63228338956833,3.80297363286464
4.92494968743995,3.09216464780573
3.69920552149415,3.23331374691575
6.89692928921431,5.26547895759795
7.02551769465208,4.81153337990624
3.98218993423507,2.4000872914664
6.47562521696091,5.36804117292558
1.63938056956977,1.79871830329663
6.63595411553979,4.76001433281849
4.60440921457484,3.41580647919151
7.03205709904432,5.04017458169285
3.10234604263678,1.96563593278332
3.04411420365795,1.87195785402224
6.18289923202246,5.32350738914155
5.41505292803049,4.50115833597183
3.86069598142058,2.43509485602314
3.06505861971527,3.40798003884572
5.69533881219104,4.5532165478241
6.36491893976927,4.36170927009388
2.09909346699715,1.47878719948943
3.49896751809865,2.76852312891189
5.9946022820659,3.96063637146719
6.84093094803393,5.9157813950033
5.75494099454954,3.98019535045613
6.92672096891329,4.70820298832305
1.62381373671815,1.41666105541776
5.90635848417878,4.328417097403
3.68287749029696,2.57617630706503
7.48152138059959,6.19629554587246
2.60785315884277,1.94596105258794
1.66065049683675,0.698459964938276
6.23558535519987,5.13545531647409
2.96599172148854,1.5603553757432
6.27926506614313,4.23499121504727
2.2204038631171,0.688909230817426
2.07095024641603,0.68584887435653
2.86841862648726,1.79175356811399
3.92814090382308,3.22747217285539
3.78942929115146,2.47307937742459
6.83574772579595,5.15933124018258
3.43716472154483,3.802970672606
5.13956521824002,4.21605759162201
6.0045212963596,4.93240997785224
3.28316689515486,2.23344058374244
5.9191292594187,4.37825945044752
3.91019854741171,3.4839256845149
2.6420985921286,2.0302970430243
5.72087741224095,3.59639831830423
3.39991641975939,3.26118210444504
5.35871566459537,3.75265949244852
1.61160631338134,3.48113776710441
4.78368549048901,3.39343915265214
4.59148910595104,4.22966334514803
5.67183973873034,4.32136429726237
6.05273140082136,4.40045514533445
4.31579417735338,3.3575973824697
6.49585476284847,5.33571800394344
6.54613258363679,5.58838933571186
4.68821962550282,2.99420428356126
3.1265240306966,2.41338175267275
5.19611977692693,4.08763118311982
6.78156412392855,4.98536659019169
7.11950537608936,4.98198112456772
7.29772228281945,6.38427449695588
5.87349354336038,3.26747543972
1.58731534564868,1.31275897723396
6.00180686311796,4.03954798601876
5.72322609554976,4.42599508434608
5.2378930519335,3.34274939573109
6.44994533993304,3.49231018567766
4.17233666824177,3.75122546273269
5.24118957063183,3.54320365405093
6.52277168026194,5.38655932895044
7.44811655720696,5.96342208635885
7.22519186418504,4.98525492664478
3.27533480711281,2.79816072820568
2.03181776404381,2.96732326832455
2.84014074783772,1.2287731839405
6.10156470257789,3.9617296397724
6.07432779902592,4.64914365195858
4.24387255171314,4.75416839515926
5.31857559224591,2.96195666265414
7.10161959333345,5.34835294041953
6.05238132085651,4.63344105474874
3.15404259134084,1.29413657590318
2.48238160461187,0.548365189283401
3.43510175077245,2.11513648497449
5.24920878885314,4.56870455997946
3.47179858479649,2.53500211304698
6.08760962309316,4.39745127503739
3.44084687624127,2.07066376753438
4.53054540697485,3.71019297842795
7.19640925107524,5.59639827336202
3.42402109270915,3.05637665252821
2.25339902099222,1.55842256342424
5.37033690372482,3.22513275150655
6.22560599958524,5.03423100904932
5.4828622341156,3.85742425923658
4.03417210886255,3.61905548983833
6.51021871855482,4.00453773871644
6.02921386202797,4.80209180676167
6.94911289354786,4.65889039162321
7.19503728859127,5.23170296769685
3.72964347945526,2.45855587216119
2.75733849825338,2.4806064668831
6.95607948163524,5.4981471927748
4.67019257834181,4.55063695843113
6.36829266836867,3.57001356718321
6.16668116580695,4.71966533293591
6.07415829179808,4.50310816816621
5.48471896536648,5.04608177486436
1.58957473793998,0.669715947797397
1.68047392833978,1.60607235734999
5.49994795722887,4.82660269623814
4.67451738892123,3.19299180946247
4.04389090323821,2.20824051578082
5.00509324064478,4.05649309934456
4.86358172586188,3.56790523339284
1.50627504475415,1.30848726312301
2.86466384539381,4.15960929985451
5.87790629407391,4.63391505682611
6.48398378910497,5.06874788141326
4.93803659174591,3.04079729363343
5.62543442146853,3.80429886107934
7.22826521471143,5.03400378544416
4.49810382071882,1.90713683309599
